Statistic Label,Year,Fuel Type,County of Ownership,Type of Vehicle,Year of Registration,UNIT,VALUE
Kilometres Travelled,2021,Diesel,Co. Waterford,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Diesel,Co. Waterford,Tractors & Machinery,All years,Million,34
Kilometres Travelled,2021,Diesel,Co. Waterford,Small PSVs,All years,Million,6
Kilometres Travelled,2021,Diesel,Co. Waterford,Large PSVs,All years,Million,3
Kilometres Travelled,2021,Diesel,Co. Waterford,Exempt vehicles,All years,Million,5
Kilometres Travelled,2021,Diesel,Co. Waterford,Other vehicles,All years,Million,8
Kilometres Travelled,2021,Diesel,Co. Galway,Private cars,All years,Million,1307
Kilometres Travelled,2021,Diesel,Co. Galway,Goods vehicles,All years,Million,474
Kilometres Travelled,2021,Diesel,Co. Galway,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Diesel,Co. Galway,Tractors & Machinery,All years,Million,80
Kilometres Travelled,2021,Diesel,Co. Galway,Small PSVs,All years,Million,19
Kilometres Travelled,2021,Diesel,Co. Galway,Large PSVs,All years,Million,14
Kilometres Travelled,2021,Diesel,Co. Galway,Exempt vehicles,All years,Million,26
Kilometres Travelled,2021,Diesel,Co. Galway,Other vehicles,All years,Million,24
Kilometres Travelled,2021,Diesel,Co. Leitrim,Private cars,All years,Million,196
Kilometres Travelled,2021,Diesel,Co. Leitrim,Goods vehicles,All years,Million,78
Kilometres Travelled,2021,Diesel,Co. Leitrim,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Diesel,Co. Leitrim,Tractors & Machinery,All years,Million,15
Kilometres Travelled,2021,Diesel,Co. Leitrim,Small PSVs,All years,Million,2
Kilometres Travelled,2021,Diesel,Co. Leitrim,Large PSVs,All years,Million,2
Kilometres Travelled,2021,Diesel,Co. Leitrim,Exempt vehicles,All years,Million,2
Kilometres Travelled,2021,Diesel,Co. Leitrim,Other vehicles,All years,Million,3
Kilometres Travelled,2021,Diesel,Co. Mayo,Private cars,All years,Million,753
Kilometres Travelled,2021,Diesel,Co. Mayo,Goods vehicles,All years,Million,297
Kilometres Travelled,2021,Diesel,Co. Mayo,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Diesel,Co. Mayo,Tractors & Machinery,All years,Million,72
Kilometres Travelled,2021,Diesel,Co. Mayo,Small PSVs,All years,Million,5
Kilometres Travelled,2021,Diesel,Co. Mayo,Large PSVs,All years,Million,8
Kilometres Travelled,2021,Diesel,Co. Mayo,Exempt vehicles,All years,Million,11
Kilometres Travelled,2021,Diesel,Co. Mayo,Other vehicles,All years,Million,12
Kilometres Travelled,2021,Diesel,Co. Roscommon,Private cars,All years,Million,408
Kilometres Travelled,2021,Diesel,Co. Roscommon,Goods vehicles,All years,Million,149
Kilometres Travelled,2021,Diesel,Co. Roscommon,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Diesel,Co. Roscommon,Tractors & Machinery,All years,Million,37
Kilometres Travelled,2021,Diesel,Co. Roscommon,Small PSVs,All years,Million,3
Kilometres Travelled,2021,Diesel,Co. Roscommon,Large PSVs,All years,Million,2
Kilometres Travelled,2021,Diesel,Co. Roscommon,Exempt vehicles,All years,Million,5
Kilometres Travelled,2021,Diesel,Co. Roscommon,Other vehicles,All years,Million,7
Kilometres Travelled,2021,Diesel,Co. Sligo,Private cars,All years,Million,326
Kilometres Travelled,2021,Diesel,Co. Sligo,Goods vehicles,All years,Million,138
Kilometres Travelled,2021,Diesel,Co. Sligo,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Diesel,Co. Sligo,Tractors & Machinery,All years,Million,25
Kilometres Travelled,2021,Diesel,Co. Sligo,Small PSVs,All years,Million,3
Kilometres Travelled,2021,Diesel,Co. Sligo,Large PSVs,All years,Million,2
Kilometres Travelled,2021,Diesel,Co. Sligo,Exempt vehicles,All years,Million,5
Kilometres Travelled,2021,Diesel,Co. Sligo,Other vehicles,All years,Million,7
Kilometres Travelled,2021,Diesel,Co. Cavan,Private cars,All years,Million,432
Kilometres Travelled,2021,Diesel,Co. Cavan,Goods vehicles,All years,Million,197
Kilometres Travelled,2021,Diesel,Co. Cavan,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Diesel,Co. Cavan,Tractors & Machinery,All years,Million,41
Kilometres Travelled,2021,Diesel,Co. Cavan,Small PSVs,All years,Million,4
Kilometres Travelled,2021,Diesel,Co. Cavan,Large PSVs,All years,Million,4
Kilometres Travelled,2021,Diesel,Co. Cavan,Exempt vehicles,All years,Million,4
Kilometres Travelled,2021,Diesel,Co. Cavan,Other vehicles,All years,Million,6
Kilometres Travelled,2021,Diesel,Co. Donegal,Private cars,All years,Million,779
Kilometres Travelled,2021,Diesel,Co. Donegal,Goods vehicles,All years,Million,345
Kilometres Travelled,2021,Diesel,Co. Donegal,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Diesel,Co. Donegal,Tractors & Machinery,All years,Million,53
Kilometres Travelled,2021,Diesel,Co. Donegal,Small PSVs,All years,Million,8
Kilometres Travelled,2021,Diesel,Co. Donegal,Large PSVs,All years,Million,12
Kilometres Travelled,2021,Diesel,Co. Donegal,Exempt vehicles,All years,Million,9
Kilometres Travelled,2021,Diesel,Co. Donegal,Other vehicles,All years,Million,15
Kilometres Travelled,2021,Diesel,Co. Monaghan,Private cars,All years,Million,349
Kilometres Travelled,2021,Diesel,Co. Monaghan,Goods vehicles,All years,Million,222
Kilometres Travelled,2021,Diesel,Co. Monaghan,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Diesel,Co. Monaghan,Tractors & Machinery,All years,Million,27
Kilometres Travelled,2021,Diesel,Co. Monaghan,Small PSVs,All years,Million,2
Kilometres Travelled,2021,Diesel,Co. Monaghan,Large PSVs,All years,Million,6
Kilometres Travelled,2021,Diesel,Co. Monaghan,Exempt vehicles,All years,Million,2
Kilometres Travelled,2021,Diesel,Co. Monaghan,Other vehicles,All years,Million,4
Kilometres Travelled,2021,Other fuel types,Co. Carlow,Private cars,All years,Million,12
Kilometres Travelled,2021,Other fuel types,Co. Carlow,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Carlow,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Carlow,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Carlow,Small PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Carlow,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Carlow,Exempt vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Carlow,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Dublin,Private cars,All years,Million,535
Kilometres Travelled,2021,Other fuel types,Co. Dublin,Goods vehicles,All years,Million,21
Kilometres Travelled,2021,Other fuel types,Co. Dublin,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Dublin,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Dublin,Small PSVs,All years,Million,57
Kilometres Travelled,2021,Other fuel types,Co. Dublin,Large PSVs,All years,Million,4
Kilometres Travelled,2021,Other fuel types,Co. Dublin,Exempt vehicles,All years,Million,6
Kilometres Travelled,2021,Other fuel types,Co. Dublin,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kildare,Private cars,All years,Million,73
Kilometres Travelled,2021,Other fuel types,Co. Kildare,Goods vehicles,All years,Million,2
Kilometres Travelled,2021,Other fuel types,Co. Kildare,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kildare,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kildare,Small PSVs,All years,Million,3
Kilometres Travelled,2021,Other fuel types,Co. Kildare,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kildare,Exempt vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kildare,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kilkenny,Private cars,All years,Million,19
Kilometres Travelled,2021,Other fuel types,Co. Kilkenny,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kilkenny,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kilkenny,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kilkenny,Small PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kilkenny,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kilkenny,Exempt vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kilkenny,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Laois,Private cars,All years,Million,15
Kilometres Travelled,2021,Other fuel types,Co. Laois,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Laois,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Laois,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Laois,Small PSVs,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Laois,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Laois,Exempt vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Laois,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Longford,Private cars,All years,Million,7
Kilometres Travelled,2021,Other fuel types,Co. Longford,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Longford,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Longford,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Longford,Small PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Longford,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Longford,Exempt vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Longford,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Louth,Private cars,All years,Million,30
Kilometres Travelled,2021,Other fuel types,Co. Louth,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Louth,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Louth,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Louth,Small PSVs,All years,Million,2
Kilometres Travelled,2021,Other fuel types,Co. Louth,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Louth,Exempt vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Louth,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Meath,Private cars,All years,Million,60
Kilometres Travelled,2021,Other fuel types,Co. Meath,Goods vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Meath,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Meath,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Meath,Small PSVs,All years,Million,3
Kilometres Travelled,2021,Other fuel types,Co. Meath,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Meath,Exempt vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Meath,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Offaly,Private cars,All years,Million,15
Kilometres Travelled,2021,Other fuel types,Co. Offaly,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Offaly,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Offaly,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Offaly,Small PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Offaly,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Offaly,Exempt vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Offaly,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Westmeath,Private cars,All years,Million,21
Kilometres Travelled,2021,Other fuel types,Co. Westmeath,Goods vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Westmeath,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Westmeath,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Westmeath,Small PSVs,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Westmeath,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Westmeath,Exempt vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Westmeath,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wexford,Private cars,All years,Million,31
Kilometres Travelled,2021,Other fuel types,Co. Wexford,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wexford,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wexford,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wexford,Small PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wexford,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wexford,Exempt vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Wexford,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wicklow,Private cars,All years,Million,49
Kilometres Travelled,2021,Other fuel types,Co. Wicklow,Goods vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Wicklow,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wicklow,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wicklow,Small PSVs,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Wicklow,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Wicklow,Exempt vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Wicklow,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Clare,Private cars,All years,Million,26
Kilometres Travelled,2021,Other fuel types,Co. Clare,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Clare,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Clare,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Clare,Small PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Clare,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Clare,Exempt vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Clare,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Cork,Private cars,All years,Million,144
Kilometres Travelled,2021,Other fuel types,Co. Cork,Goods vehicles,All years,Million,2
Kilometres Travelled,2021,Other fuel types,Co. Cork,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Cork,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Cork,Small PSVs,All years,Million,3
Kilometres Travelled,2021,Other fuel types,Co. Cork,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Cork,Exempt vehicles,All years,Million,4
Kilometres Travelled,2021,Other fuel types,Co. Cork,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kerry,Private cars,All years,Million,28
Kilometres Travelled,2021,Other fuel types,Co. Kerry,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kerry,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kerry,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kerry,Small PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kerry,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Kerry,Exempt vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Kerry,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Limerick,Private cars,All years,Million,40
Kilometres Travelled,2021,Other fuel types,Co. Limerick,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Limerick,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Limerick,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Limerick,Small PSVs,All years,Million,3
Kilometres Travelled,2021,Other fuel types,Co. Limerick,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Limerick,Exempt vehicles,All years,Million,2
Kilometres Travelled,2021,Other fuel types,Co. Limerick,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Tipperary,Private cars,All years,Million,30
Kilometres Travelled,2021,Other fuel types,Co. Tipperary,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Tipperary,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Tipperary,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Tipperary,Small PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Tipperary,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Tipperary,Exempt vehicles,All years,Million,1
Kilometres Travelled,2021,Other fuel types,Co. Tipperary,Other vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Waterford,Private cars,All years,Million,24
Kilometres Travelled,2021,Other fuel types,Co. Waterford,Goods vehicles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Waterford,Motor cycles,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Waterford,Tractors & Machinery,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Waterford,Small PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Waterford,Large PSVs,All years,Million,0
Kilometres Travelled,2021,Other fuel types,Co. Waterford,Exempt vehicles,All years,Million,0
