Statistic Label,Month,Type of Vehicle Registration,Type of Fuel,UNIT,VALUE
New Vehicles Licensed for the First Time,2021 November,New Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Public Service Vehicles,Diesel and electric hybrid,Number,36
New Vehicles Licensed for the First Time,2021 November,New Small Public Service Vehicles,All fuel types,Number,8
New Vehicles Licensed for the First Time,2021 November,New Small Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 November,New Small Public Service Vehicles,Diesel,Number,8
New Vehicles Licensed for the First Time,2021 November,New Small Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 November,New Small Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Small Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Small Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Small Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Large Public Service Vehicles,All fuel types,Number,56
New Vehicles Licensed for the First Time,2021 November,New Large Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 November,New Large Public Service Vehicles,Diesel,Number,20
New Vehicles Licensed for the First Time,2021 November,New Large Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 November,New Large Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Large Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Large Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Large Public Service Vehicles,Diesel and electric hybrid,Number,36
New Vehicles Licensed for the First Time,2021 November,New Combine Harvestors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 November,New Combine Harvestors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 November,New Combine Harvestors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 November,New Combine Harvestors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 November,New Combine Harvestors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 November,New Combine Harvestors,Electric,Number,
New Vehicles Licensed for the First Time,2021 November,New Combine Harvestors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 November,New Combine Harvestors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 November,New Excavators and Trench Diggers,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 November,New Excavators and Trench Diggers,Petrol,Number,
New Vehicles Licensed for the First Time,2021 November,New Excavators and Trench Diggers,Diesel,Number,
New Vehicles Licensed for the First Time,2021 November,New Excavators and Trench Diggers,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 November,New Excavators and Trench Diggers,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 November,New Excavators and Trench Diggers,Electric,Number,
New Vehicles Licensed for the First Time,2021 November,New Excavators and Trench Diggers,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 November,New Excavators and Trench Diggers,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 November,New Machines or Contrivances,All fuel types,Number,58
New Vehicles Licensed for the First Time,2021 November,New Machines or Contrivances,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 November,New Machines or Contrivances,Diesel,Number,58
New Vehicles Licensed for the First Time,2021 November,New Machines or Contrivances,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 November,New Machines or Contrivances,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Machines or Contrivances,Electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Machines or Contrivances,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Machines or Contrivances,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,Other Classes New Other Vehicles,All fuel types,Number,31
New Vehicles Licensed for the First Time,2021 November,Other Classes New Other Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 November,Other Classes New Other Vehicles,Diesel,Number,31
New Vehicles Licensed for the First Time,2021 November,Other Classes New Other Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 November,Other Classes New Other Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,Other Classes New Other Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2021 November,Other Classes New Other Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 November,Other Classes New Other Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 December,All Vehicles,All fuel types,Number,1788
New Vehicles Licensed for the First Time,2021 December,All Vehicles,Petrol,Number,323
New Vehicles Licensed for the First Time,2021 December,All Vehicles,Diesel,Number,1077
New Vehicles Licensed for the First Time,2021 December,All Vehicles,Other fuel types,Number,4
New Vehicles Licensed for the First Time,2021 December,All Vehicles,Petrol and electric hybrid,Number,162
New Vehicles Licensed for the First Time,2021 December,All Vehicles,Electric,Number,148
New Vehicles Licensed for the First Time,2021 December,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,40
New Vehicles Licensed for the First Time,2021 December,All Vehicles,Diesel and electric hybrid,Number,34
New Vehicles Licensed for the First Time,2021 December,New Private Cars,All fuel types,Number,832
New Vehicles Licensed for the First Time,2021 December,New Private Cars,Petrol,Number,256
New Vehicles Licensed for the First Time,2021 December,New Private Cars,Diesel,Number,222
New Vehicles Licensed for the First Time,2021 December,New Private Cars,Other fuel types,Number,4
New Vehicles Licensed for the First Time,2021 December,New Private Cars,Petrol and electric hybrid,Number,161
New Vehicles Licensed for the First Time,2021 December,New Private Cars,Electric,Number,140
New Vehicles Licensed for the First Time,2021 December,New Private Cars,Petrol or Diesel plug-in hybrid electric,Number,39
New Vehicles Licensed for the First Time,2021 December,New Private Cars,Diesel and electric hybrid,Number,10
New Vehicles Licensed for the First Time,2021 December,New Goods Vehicles,All fuel types,Number,697
New Vehicles Licensed for the First Time,2021 December,New Goods Vehicles,Petrol,Number,2
New Vehicles Licensed for the First Time,2021 December,New Goods Vehicles,Diesel,Number,678
New Vehicles Licensed for the First Time,2021 December,New Goods Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 December,New Goods Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 December,New Goods Vehicles,Electric,Number,7
New Vehicles Licensed for the First Time,2021 December,New Goods Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 December,New Goods Vehicles,Diesel and electric hybrid,Number,10
New Vehicles Licensed for the First Time,2021 December,New Tractors,All fuel types,Number,86
New Vehicles Licensed for the First Time,2021 December,New Tractors,Petrol,Number,4
New Vehicles Licensed for the First Time,2021 December,New Tractors,Diesel,Number,82
New Vehicles Licensed for the First Time,2021 December,New Tractors,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 December,New Tractors,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 December,New Tractors,Electric,Number,0
New Vehicles Licensed for the First Time,2021 December,New Tractors,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 December,New Tractors,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 December,New Agriculture Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 December,New Agriculture Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 December,New Agriculture Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 December,New Agriculture Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 December,New Agriculture Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 December,New Agriculture Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2021 December,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 December,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 December,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 December,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 December,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 December,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 December,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 December,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2021 December,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 December,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 December,New Motor Cycles,All fuel types,Number,55
New Vehicles Licensed for the First Time,2021 December,New Motor Cycles,Petrol,Number,54
New Vehicles Licensed for the First Time,2021 December,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2021 December,New Motor Cycles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 December,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 December,New Motor Cycles,Electric,Number,1
New Vehicles Licensed for the First Time,2021 December,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 December,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 December,New Exempt Vehicles,All fuel types,Number,53
New Vehicles Licensed for the First Time,2021 December,New Exempt Vehicles,Petrol,Number,7
New Vehicles Licensed for the First Time,2021 December,New Exempt Vehicles,Diesel,Number,43
New Vehicles Licensed for the First Time,2021 December,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 December,New Exempt Vehicles,Petrol and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2021 December,New Exempt Vehicles,Electric,Number,0
